ACBWLSBZSSwhrGrJ            ,031417013165,20250314170552,30605217        ,1,000000001618      ,-00000000228090   ,0000002000,20250315,840,00000000,I,00,
ACBWLSBZXtAVneMs            ,507394392992,20250314134800,08943961        ,1,000000024986      ,-00000000344930   ,0900002000,20250315,840,00000000,I,00,
ACBWLSBZXtAVoQQy            ,256678      ,20250314155923,00N1BG01        ,1,000000000987      ,-00000000224935   ,0000002000,20250315,840,00000000,I,00,
ACBWLSBZckrRMScx            ,031416300077,20250314163702,98817001        ,1,000000001810      ,-00000000229050   ,0000002000,20250315,840,00000000,I,00,
ACBWLSBZegalRgQZ            ,507300006309,20250314145749,VV086061        ,1,000000006000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWLSBZfBQJpNUQ            ,507300002313,20250314090013,VX085980        ,1,000000000000      ,00000000280000    ,3020002000,20250315,840,00000000,I,00,
ACBWLSBZfBQJpNUQ            ,507300002314,20250314090049,VX085980        ,1,000000016000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWLSBZgsbhHQuH            ,00000106    ,20250314103721,PM2960          ,1,000000030000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWLSBZhbRAWUWi            ,001057      ,20250314094002,0001            ,1,000000002316      ,-00000000231580   ,0000002000,20250315,840,00000000,I,00,
ACBWLSBZlUnXhllD            ,031418109943,20250314181317,77351001        ,1,000000001538      ,-00000000227690   ,0000002000,20250315,840,00000000,I,00,
ACBWLSBZpirazPCx            ,507300002263,20250314203517,P708386         ,2,000000000000      ,00000000280000    ,0100002000,20250315,840,00000000,I,00,
ACBWLSBZpirazPCx            ,507300002264,20250314203628,P708386         ,2,000000000000      ,00000000280000    ,0100002000,20250315,840,00000000,I,00,
ACBWLSBZpirazPCx            ,507300002265,20250314203741,P708386         ,1,000000004300      ,00000000500000    ,0100002000,20250315,840,00000300,I,70,
ACBWLSBZuUoCFGQI            ,031411508942,20250314115840,30572317        ,1,000000001658      ,-00000000228290   ,0000002000,20250315,840,00000000,I,00,
ACBWMDWYrAltEgiZ            ,031410400021,20250314104846,60049513        ,1,000000001748      ,-00000000228740   ,0000002000,20250315,840,00000000,I,00,
ACBWMGnPyNlpIbEp            ,031410300005,20250314103215,10059225        ,1,000000000789      ,-00000000223945   ,0000002000,20250315,840,00000000,I,00,
ACBWMGnPyNlpIbEp            ,031421000063,20250314210125,10159217        ,1,000000006900      ,-00000000254500   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitCNLgJBJv            ,507382734854,20250314192700,54827301        ,1,000000001278      ,-00000000226390   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitGrmJcSJp            ,031409052742,20250314090001,80054201        ,1,000000009549      ,-00000000267745   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitVIwgnUBi            ,003649      ,20250314071609,0001            ,1,000000000795      ,-00000000223975   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitXQIerUUm            ,507394127595,20250314191100,08941261        ,1,000000007376      ,-00000000256880   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitXQIewiDu            ,031412026116,20250314120351,30117401        ,1,000000004472      ,-00000000242360   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitXQIewiDu            ,507393861525,20250314111300,08938661        ,1,000000002708      ,-00000000233540   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitdbJtfNVH            ,000064      ,20250314114410,0100            ,1,000000002123      ,-00000000230615   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitdbJtfNVH            ,031419515354,20250314195541,30186718        ,1,000000000606      ,-00000000223030   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitdbJtfNVH            ,031421520021,20250314215535,30186705        ,1,000000000399      ,-00000000221995   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitfBQJoWIt            ,027930      ,20250314153833,0054            ,1,000000020378      ,-00000000321890   ,0900002000,20250315,840,00000000,I,00,
ACBWMPitfBQJoWIt            ,027931      ,20250314153926,0054            ,1,000000020149      ,-00000000320745   ,0900002000,20250315,840,00000000,I,00,
ACBWMPitjyfNQFZX            ,507308845717,20250314145500,91088401        ,1,000000004021      ,-00000000240105   ,0000002000,20250315,840,00000000,I,00,
ACBWMPitlUnXhVRy            ,014613      ,20250314121905,0003            ,1,000000012797      ,-00000000283985   ,0000002000,20250315,840,00000000,I,00,
ACBWMPityVkTZeAr            ,507300001789,20250314082214,VS081264        ,1,000000010000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWMPitzsWEdUvX            ,031417551090,20250314175524,98532001        ,1,000000000850      ,-00000000224250   ,0000002000,20250315,840,00000000,I,00,
ACBWMpIwCWNXkijn            ,507300004108,20250314114924,VV080518        ,1,000000020000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWMpIwJLhnwABg            ,008002      ,20250314155021,0004            ,1,000000003725      ,-00000000238625   ,0000002000,20250315,840,00000000,I,00,
ACBWMpIwSSwhnwQW            ,007635      ,20250314123211,0002            ,1,000000005162      ,-00000000245810   ,0900002000,20250315,840,00000000,I,00,
ACBWMpIwmDuRmvTz            ,507311920181,20250314202000,23119206        ,1,000000003401      ,-00000000237005   ,0000002000,20250315,840,00000000,I,00,
ACBWNJAJtpLVNphp            ,507339575104,20250314111600,95395701        ,1,000000005000      ,-00000000245000   ,0000002000,20250315,840,00000000,I,00,
ACBWNtgEMaFXOxuv            ,507388655013,20250314093000,55886501        ,1,000000000399      ,-00000000221995   ,0000002000,20250315,840,00000000,I,00,
ACBWOEMGANWXZEYk            ,031497579284,20250314192033,07506164        ,1,000000002963      ,-00000000234815   ,0000002000,20250315,840,00000000,I,00,
ACBWOEMGmGibGyOM            ,031411207433,20250314112734,0000C639        ,1,000000100300      ,00000000500000    ,0100002000,20250315,840,00000300,I,70,
ACBWOEMGmGibGyOM            ,031411407443,20250314114407,0000C639        ,1,000000100300      ,00000000500000    ,0100002000,20250315,840,00000300,I,70,
ACBWQBtYDiSiiesf            ,00001547    ,20250314075255,PD2291          ,1,000000020000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWQBtYJGPPstVM            ,031416300016,20250314163229,58000697        ,1,000000056575      ,-00000000502875   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYYrfSeNRJ            ,031412200317,20250314122118,08158002        ,1,000000004169      ,-00000000240845   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYZSPIxBKS            ,031419252788,20250314192740,19761T71        ,1,000000009134      ,-00000000265670   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYZSPIxBKS            ,507341481403,20250314191700,63414801        ,1,000000002008      ,-00000000230040   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYbZYXlxCj            ,000047      ,20250314133549,0200            ,1,000000004063      ,-00000000240315   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYeaAHPUoQ            ,031408405123,20250314084203,41548001        ,1,000000001600      ,-00000000228000   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYgmjDtunH            ,031417200115,20250314172431,00010021        ,1,000000004180      ,-00000000240900   ,0000002000,20250315,840,00000000,I,00,
ACBWQBtYqcHOwmdG            ,507300005833,20250314170704,LK925102        ,1,000000008210      ,00000000500000    ,0100002000,20250315,840,00000210,I,70,
ACBWQIIWtpLVPetB            ,325728856320,20250315083059,00008894        ,1,000000021872      ,00000001610000    ,0100002000,20250315,840,00000000,I,00,
ACBWQjxkGrmJnZdt            ,224222      ,20250314215313,94948137        ,1,000000004999      ,-00000000244995   ,0000002000,20250315,840,00000000,I,00,
ACBWQjxkIIctPOgY            ,005469      ,20250314210419,0001            ,1,000000001291      ,-00000000226455   ,0000002000,20250315,840,00000000,I,00,
ACBWQjxkPtyzsmjW            ,507300003416,20250314054819,NH094197        ,1,000000002300      ,00000000500000    ,0100002000,20250315,840,00000300,I,70,
ACBWQjxkPtyzsmjW            ,617590      ,20250314173000,00ML1R01        ,1,000000001466      ,-00000000227330   ,0000002000,20250315,840,00000000,I,00,
ACBWQjxkbZYXAotp            ,031413500010,20250314135046,17076299        ,1,000000001115      ,-00000000225575   ,0000002000,20250315,840,00000000,I,00,
ACBWQjxkjZLpLrwy            ,031412262850,20250314122635,80054701        ,1,000000000449      ,-00000000222245   ,0000002000,20250315,840,00000000,I,00,
ACBWQjxkjZLpLrwy            ,031419040179,20250314190810,56932001        ,1,000000003598      ,-00000000237990   ,0000002000,20250315,840,00000000,I,00,
ACBWQjxkjZLpLrwy            ,507300006217,20250314183102,W692202         ,1,000000024240      ,00000000500000    ,0100002000,20250315,840,00000240,I,70,
ACBWQjxksTLMiesf            ,010032      ,20250314120937,0402            ,1,000000006288      ,-00000000251440   ,0900002000,20250315,840,00000000,I,00,
ACBWQjxksTLMiesf            ,031411504992,20250314115659,30191417        ,1,000000002198      ,-00000000230990   ,0000002000,20250315,840,00000000,I,00,
ACBWRNOZhdeQAcAM            ,031416215187,20250314162958,90231401        ,1,000000002509      ,-00000000232545   ,0000002000,20250315,840,00000000,I,00,
ACBWRNOZhdeQAcAM            ,822632      ,20250314182249,0000JS02        ,1,000000000777      ,-00000000223885   ,0000002000,20250315,840,00000000,I,00,
ACBWSNDGtIrBCjUb            ,507342657284,20250314045600,14426502        ,1,000000001680      ,-00000000228400   ,0000002000,20250315,840,00000000,I,00,
ACBWSSDevOegnCyf            ,000010      ,20250314121020,0022            ,1,000000001164      ,-00000000225820   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUBJMmNpvd            ,507325442914,20250314075400,53254401        ,1,000000000707      ,-00000000223535   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUEElIOGJx            ,031413300006,20250314133709,60000300        ,1,000000000849      ,-00000000224245   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUGfjThQEM            ,507322146175,20250314121400,84221401        ,1,000000000777      ,-00000000223885   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUMsxmgHYC            ,507417661121,20250315172904,ATX02901        ,1,000000008255      ,00000000300000    ,0100002000,20250315,840,00000549,I,70,
ACBWVnvUNGhSaYjX            ,010439      ,20250314133340,0052            ,1,000000000794      ,-00000000223970   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUNGhSaYjX            ,507341882091,20250314162100,10418801        ,1,000000004803      ,-00000000244015   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUNxLstaau            ,507403376386,20250314205023,597775          ,1,000000010350      ,00000000500000    ,0100002000,20250315,840,00000350,I,70,
ACBWVnvUPZBlPkMg            ,003203      ,20250314183409,0006            ,1,000000000130      ,-00000000220650   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUPybGurWQ            ,031410551898,20250314105635,31423071        ,1,000000001970      ,-00000000229850   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUPybGurWQ            ,031411004077,20250314110041,31423157        ,1,000000000605      ,-00000000223025   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUQLeezWbV            ,000000003449,20250314113731,6860D           ,1,000000004300      ,00000000500000    ,0100002000,20250315,840,00000300,I,70,
ACBWVnvUQukkPHRd            ,507301513823,20250314171200,03015102        ,1,000000002950      ,-00000000234750   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUQukkPHRd            ,507301517545,20250314171600,03015102        ,1,000000003315      ,-00000000236575   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvURSLBBSOH            ,031493029618,20250314202621,09039214        ,1,000000002785      ,-00000000233925   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUbEOxqFjL            ,031420011458,20250314200714,23439001        ,1,000000001813      ,-00000000229065   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUbEOxqFjL            ,507303023320,20250314190600,99030214        ,1,000000010662      ,-00000000273310   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUcdEmuWNY            ,031461131842,20250314081842,00008645        ,1,000000002168      ,-00000000230840   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUcsNGHZxy            ,031418145893,20250314181604,22362161        ,1,000000003266      ,-00000000236330   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUggkILxQP            ,031419517362,20250314195841,79007001        ,1,000000000786      ,-00000000223930   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUkleqmRvR            ,507306734816,20250314181000,99067314        ,1,000000010686      ,-00000000273430   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUkleqmRvR            ,507306736107,20250314172300,93067313        ,1,000000005221      ,-00000000246105   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUkznyZvuv            ,019092      ,20250314160231,0019            ,1,000000008460      ,-00000000262300   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUkznyZvuv            ,507312849398,20250314124500,99128414        ,1,000000040694      ,-00000000423470   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUkznytPAS            ,009567      ,20250314210604,0401            ,1,000000003312      ,-00000000236560   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUotYCJuAW            ,507315824073,20250314161413,G82072          ,1,000000030400      ,00000000500000    ,0100002000,20250315,840,00000400,I,70,
ACBWVnvUpWfcHbsh            ,031457104077,20250314160812,08020330        ,1,000000004271      ,-00000000241355   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUquVMNvlz            ,031416532853,20250314165203,13432071        ,1,000000005295      ,-00000000246475   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUtZSgCvup            ,031418400044,20250314184143,00019202        ,1,000000002597      ,-00000000232985   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUtkIJWsFD            ,031419524003,20250314195857,727POS03        ,1,000000001206      ,-00000000226030   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUunKWjgIJ            ,507302791090,20250314093300,88027901        ,1,000000005000      ,-00000000245000   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUwTwfDbnd            ,507393461131,20250314165900,87934602        ,1,000000002166      ,-00000000230830   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUxVyelnMj            ,031408300010,20250314083626,89006002        ,1,000000000600      ,-00000000223000   ,0000002000,20250315,840,00000000,I,00,
ACBWVnvUxobNjNqS            ,031409115573,20250314091541,01303T43        ,1,000000000762      ,-00000000223810   ,0000002000,20250315,840,00000000,I,00,
ACBWVoXSKNifRfpy            ,507336574132,20250314135700,61365702        ,1,000000001271      ,-00000000226355   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIBNPMfGpc            ,649087      ,20250314224210,00M77511        ,1,000000000749      ,-00000000223745   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOICWNXNGjd            ,507300002267,20250314164013,VS082017        ,1,000000030000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWVrOICWNXNGjd            ,507300002268,20250314164108,VS082017        ,1,000000020000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWVrOIQlqqrAoA            ,507300005293,20250314142455,VS082095        ,1,000000000000      ,00000000280000    ,3020002000,20250315,840,00000000,I,00,
ACBWVrOIiaZTsrtC            ,011549      ,20250314093909,0402            ,1,000000000506      ,-00000000222530   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIiaZTsrtC            ,011601      ,20250314135122,0402            ,1,000000000952      ,-00000000224760   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIiaZTsrtC            ,031415006407,20250314150249,30248115        ,1,000000001953      ,-00000000229765   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIjyfNfuue            ,507300002979,20250314175322,VV082139        ,1,000000030000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWVrOIoCNOVPTr            ,000000001820,20250314071312,HG39426         ,1,000000002249      ,00000000500000    ,0100002000,20250315,840,00000249,I,70,
ACBWVrOIoCNOYizM            ,001957      ,20250314115026,0404            ,1,000000000148      ,-00000000220740   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIpRcEawff            ,031408014126,20250314080554,30223417        ,1,000000002081      ,-00000000230405   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIpRcEawff            ,031472961878,20250314181935,07329952        ,1,000000002415      ,-00000000232075   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIpiraiQnH            ,016490      ,20250314183629,0414            ,1,000000000738      ,-00000000223690   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIqcHOJWpO            ,507300006597,20250314150325,NH152491        ,1,000000002175      ,00000000500000    ,0100002000,20250315,840,00000175,I,70,
ACBWVrOIqcHOpAeP            ,031414400070,20250314144054,35000002        ,1,000000006651      ,-00000000253255   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIrJvVzqmc            ,031418237109,20250314182423,97290000        ,1,000000004306      ,-00000000241530   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIryNXELlw            ,507300009893,20250314100228,EX02511E        ,1,000000006225      ,00000000500000    ,0100002000,20250315,840,00000225,I,70,
ACBWVrOIvfgJsRij            ,031416000502,20250314160557,08158002        ,1,000000004000      ,-00000000240000   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIzKARtVNH            ,031411411041,20250314114211,30141110        ,1,000000000796      ,-00000000223980   ,0000002000,20250315,840,00000000,I,00,
ACBWVrOIzKARtVNH            ,031419111084,20250314191454,30141110        ,1,000000000787      ,-00000000223935   ,0000002000,20250315,840,00000000,I,00,
ACBWWVKuyVkToahp            ,031414105175,20250314141819,03860003        ,1,000000005086      ,-00000000245430   ,0000002000,20250315,840,00000000,I,00,
ACBWWmoFsxuRhtEj            ,031418000015,20250314180822,60045410        ,1,000000004037      ,-00000000240185   ,0000002000,20250315,840,00000000,I,00,
ACBWWqWiqnzvLrwy            ,031420461080,20250314204909,51780039        ,1,000000005409      ,-00000000110000   ,0000002000,20250315,840,00000000,I,00,
ACBWXyEXuqDPjTDQ            ,307203      ,20250314133945,00M9LM20        ,1,000000000758      ,-00000000223790   ,0000002000,20250315,840,00000000,I,00,
ACBWXyEXuqDPjTDQ            ,507304016574,20250314164800,10040101        ,1,000000000703      ,-00000000223515   ,0000002000,20250315,840,00000000,I,00,
ACBWYTQtYIepATMt            ,031409500005,20250314095907,60055002        ,1,000000003704      ,-00000000238520   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwBgFAMCUX            ,031419309154,20250314193742,77351001        ,1,000000001923      ,-00000000229615   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwHZxyqbfC            ,031403099972,20250314141428,09272613        ,1,000000008918      ,-00000000264590   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwHZxyuSuq            ,002819      ,20250314101129,0001            ,1,000000001948      ,-00000000229740   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwIWhyvenI            ,000000585234,20250314065318,83498192        ,1,000000000948      ,-00000000224740   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwQfIWfFKO            ,008400      ,20250314124315,0406            ,1,000000000888      ,-00000000224440   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwQfIWfFKO            ,008811      ,20250314161359,0405            ,1,000000002650      ,-00000000233250   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwSSwhhVRy            ,008561      ,20250314192057,0001            ,1,000000009994      ,-00000000269970   ,0900002000,20250315,840,00000000,I,00,
ACBWYbKwadQKtunH            ,031422308475,20250314223404,30604914        ,1,000000001649      ,-00000000228245   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwckrRgmHK            ,031410300052,20250314103523,03064002        ,1,000000000428      ,-00000000222140   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwckrRgmHK            ,031410400054,20250314104340,03064002        ,1,000000000911      ,-00000000224555   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwdDpaGmnl            ,000049      ,20250314120713,0100            ,1,000000000725      ,-00000000223625   ,0000002000,20250315,840,00000000,I,00,
ACBWYbKwwyRSQaSE            ,009691      ,20250314191652,0405            ,1,000000006054      ,-00000000250270   ,0900002000,20250315,840,00000000,I,00,
ACBWYbKwyapofTtW            ,031456814301,20250314131944,06133349        ,1,000000003913      ,-00000000239565   ,0000002000,20250315,840,00000000,I,00,
ACBWZFVXJLEfxCqx            ,031416300000,20250314163531,29027003        ,1,000000000629      ,-00000000223145   ,0000002000,20250315,840,00000000,I,00,
ACBWZpObUGTlhTbG            ,932665      ,20250314104049,00020675        ,1,000000000210      ,-00000000221050   ,0000002000,20250315,840,00000000,I,00,
ACBWadSlLYdFSZLO            ,540100005658,20250314094736,SR006785        ,1,000000020000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWadSlLYdFZsSH            ,507324259399,20250314064800,39242501        ,1,000000001863      ,-00000000110000   ,0000002000,20250315,840,00000000,I,00,
ACBWadSldAnFEAsk            ,445200005699,20250314131149,SR107596        ,1,000000020000      ,00000000500000    ,0100002000,20250315,840,00000000,I,00,
ACBWadSldAnFfAmx            ,501500004828,20250314133130,SR104206        ,1,000000004200      ,00000000500000    ,0100002000,20250315,840,00000200,I,70,
ACBWadSldAnFfVtm            ,407100006268,20250314105424,SR008173        ,1,000000010350      ,00000000500000    ,0100002000,20250315,840,00000350,I,70,
ACBWcibpPvjPJyvC            ,507301027836,20250314222200,56010201        ,1,000000002340      ,-00000000231700   ,0000002000,20250315,840,00000000,I,00,
